CITY,NAME,STATE,COUNTY,ZIP
STONE RIDGE,1,NY,ULSTER,12484
STONEBORO,2,PA,MERCER,16153
STONEHAM,3,MA,MIDDLESEX,2180
STONEVILLE,1,NC,ROCKINGHAM,27048
STONEY FORK,1,KY,HARLAN,40988
STONINGTON,2,CT,NEW LONDON,6378
STONY BROOK,2,NY,SUFFOLK,11790
STONY POINT,1,NY,ROCKLAND,10980
STORM LAKE,1,IA,BUENA VISTA,50588
STORRS MANSFIELD,1,CT,TOLLAND,6268
STOUGHTON,4,['WI' 'MA'],['DANE' 'NORFOLK'],[53589  2072]
STOVER,1,MO,MORGAN,65078
STOW,5,['OH' 'MA' 'ME'],['SUMMIT' 'MIDDLESEX' 'OXFORD'],[44224  1775  4037]
STOWE,1,PA,MONTGOMERY,19464
STRAFFORD,3,PA,['CHESTER' 'DELAWARE'],19087
STRASBURG,11,PA,LANCASTER,17579
STRATFORD,8,['CT' 'SD' 'NJ' 'WI'],['FAIRFIELD' 'BROWN' 'CAMDEN' 'MARATHON'],[ 6615 57474  8084 54484  6614]
STRATHAM,2,NH,ROCKINGHAM,3885
STRATTON MOUNTAIN,1,VT,WINDHAM,5155
STRAWBERRY PLAINS,1,TN,JEFFERSON,37871
STREAMWOOD,5,IL,COOK,60107
STREATOR,2,IL,['LASALLE' 'LIVINGSTON'],61364
STREET VALLEY,1,NY,ROCKLAND,10977
STRONGSVILLE,3,OH,CUYAHOGA,[44136 44149]
"STRONGSVILLE,",1,OH,CUYAHOGA,44136
STROUDSBURG,1,PA,MONROE,18360
STRUTHERS,1,OH,MAHONING,44471
STUART,9,['FL' 'VA'],['MARTIN' 'PATRICK'],[34994 34996 34997 24171]
STUARTS DRAFT,2,VA,AUGUSTA,24477
STUDIO CITY,4,CA,LOS ANGELES,91604
STURGEON BAY,3,WI,DOOR,54235
STURGIS,5,MI,ST. JOSEPH,49091
STURTEVANT,1,WI,RACINE,53177
STUTTGART,3,AR,ARKANSAS,72160
SUBIACO,1,AR,LOGAN,72865
SUBLETTE,1,KS,HASKELL,67877
SUCCASUNNA,3,NJ,MORRIS,7876
SUDBURY,3,MA,MIDDLESEX,1776
SUDLERSVILLE,2,MD,QUEEN ANNE'S,21668
SUFFERN,8,NY,ROCKLAND,10901
"SUFFERN,",1,NY,ROCKLAND,10901
SUFFIELD,2,CT,HARTFORD,6078
SUFFOLK,2,VA,SUFFOLK,23434
SUGAR GROVE,6,PA,WARREN,16350
SUGAR HILL,2,GA,GWINNETT,30518
SUGAR LAND,21,TX,FORT BEND,[77478 77479 77498]
SUGARCREEK,15,OH,['TUSCARAWAS' 'HOLMES'],44681
SUGARLOAF,1,PA,LUZERNE,18249
SUITE 200 WEST CHESTER,1,PA,WAKE,27513
SUITLAND,2,MD,PRINCE GEORGE'S,20746
SULLIVAN,1,MO,FRANKLIN,63080
SULLY,1,IA,JASPER,50251
SULPHUR,4,['LA' 'OK'],['CALCASIEU' 'MURRAY'],[70663 73086]
SULPHUR SPRINGS,1,TX,HOPKINS,75482
SUMITON,1,AL,WALKER,35148
SUMMERFIELD,2,FL,MARION,34491
SUMMERSVILLE,6,['MO' 'WV'],['TEXAS' 'NICHOLAS'],[65571 26651]
SUMMERTON,1,SC,CLARENDON,29148
SUMMERTOWN,1,TN,LEWIS,38483
SUMMERVILLE,10,['SC' 'PA'],['DORCHESTER' 'BERKELEY' 'CHARLESTON' 'JEFFERSON'],[29483 29486 29485 15864]
SUMMIT,15,['NJ' 'IL' 'MS'],['UNION' 'COOK' 'PIKE'],[ 7901 60501 39666]
SUMNER,1,WA,PIERCE,98390
SUMRALL,2,MS,LAMAR,39482
SUMTER,11,SC,SUMTER,[29150 29153 29154]
SUMTERVILLE,1,FL,SUMTER,33585
SUN LAKES,1,AZ,MARICOPA,85248
SUN PRAIRIE,2,WI,DANE,53590
SUN VALLEY,6,['CA' 'AZ'],['LOS ANGELES' 'NAVAJO'],[91352 86029]
SUNAPEE,1,NH,SULLIVAN,3782
SUNBURY,1,PA,NORTHUMBERLAND,17801
SUNLAND,2,CA,LOS ANGELES,91040
SUNMAN,1,IN,RIPLEY,47041
SUNNYSIDE,1,WA,YAKIMA,98944
"SUNNYSIDE,",1,WA,YAKIMA,98944
SUNNYVALE,17,['TX' 'CA'],['DALLAS' 'SANTA CLARA'],[75182 94087 94085 94086]
SUNRISE,5,FL,BROWARD,33351
SUNRISE BEACH,1,MO,CAMDEN,65079
SUPERIOR,4,['WI' 'CO'],['DOUGLAS' 'BROOMFIELD'],[54880 80027]
SUPPLY,1,NC,BRUNSWICK,28462
SURFSIDE BEACH,1,SC,HORRY,29575
SURING,1,WI,OCONTO,54174
SURPRISE,3,AZ,MARICOPA,85374
SUSANVILLE,2,CA,LASSEN,96130
SUSSEX,2,['NJ' 'WI'],['SUSSEX' 'WAUKESHA'],[ 7461 53089]
SUTERSVILLE,1,PA,WESTMORELAND,15083
SUTHERLIN,1,OR,DOUGLAS,97479
SUTTER CREEK,1,CA,AMADOR,95685
SUTTON,1,MA,WORCESTER,1590
SUWANEE,5,GA,['FORSYTH' 'GWINNETT'],30024
SWAINSBORO,1,GA,EMANUEL,30401
SWANNANOA,3,NC,BUNCOMBE,28778
SWANSEA,4,MA,BRISTOL,2777
SWANTON,4,['MD' 'OH' 'VT'],['GARRETT' 'FULTON' 'FRANKLIN'],[21561 43558  5488]
SWARTHMORE,2,PA,DELAWARE,19081
SWARTZ CREEK,4,MI,GENESEE,48473
SWEDESBORO,1,NJ,GLOUCESTER,8085
SWEENY,1,TX,BRAZORIA,77480
SWEET HOME,1,OR,LINN,97386
SWEETWATER,2,TN,MONROE,37874
SWISSVALE,1,PA,ALLEGHENY,15218
SWITZERLAND,1,FL,ST. JOHNS,32259
SWORMVILLE,1,NY,ERIE,14051
SYCAMORE,4,IL,DEKALB,60178
SYKESVILLE,2,MD,CARROLL,21784
SYLACAGUA,1,AL,TALLADEGA,35151
SYLACAUGA,1,AL,TALLADEGA,35150
SYLMAR,6,CA,LOS ANGELES,91342
SYLVA,2,NC,JACKSON,28779
SYLVANIA,5,['GA' 'OH'],['SCREVEN' 'LUCAS'],[30467 43560]
SYOSSET,4,NY,NASSAU,11791
SYRACUSE,23,['IN' 'NY' 'UT' 'KS'],['ELKHART' 'ONONDAGA' 'DAVIS' 'HAMILTON'],[46567 13204 13219 13206 13224 13214 13203 13207 13205 13208 84075 67878]
TABERNASH,1,CO,GRAND,80478
TACOMA,26,WA,PIERCE,[98405 98444 98443 98446 98404 98402 98465 98409 98407 98467 98403 98422]
TAFTVILLE,1,CT,NEW LONDON,6380
TAHLEQUAH,1,OK,CHEROKEE,74464
TAKOMA PARK,5,MD,MONTGOMERY,20912
TALALA,1,OK,ROGERS,74080
TALLADEGA,1,AL,TALLADEGA,35160
TALLAHASSEE,35,FL,LEON,[32308 32312 32301 32303 32305 32309 32311 32304]
TALLMADGE,1,OH,SUMMIT,44278
TALLULAH,1,LA,MADISON,71282
TALLULAH FALLS,1,GA,HABERSHAM,30573
TAMAQUA,3,PA,SCHUYLKILL,18252
TAMARAC,7,FL,BROWARD,[33321 33319 33309]
TAMPA,82,FL,HILLSBOROUGH,"[33629 33605 33611 33609 33610 33625 33615 33647 33618 33614 33604 33613
 33624 33619 33637 33617 33612 33606 33602 33634 33607 33603]"
TAMPAODESSA,1,FL,HILLSBOROUGH,33556
TAMPICO,1,IL,BUREAU,61283
TAMWORTH,1,NH,CARROLL,3886
TANGENT,1,OR,LINN,97389
TANNERSVILLE,1,PA,MONROE,18372
TAPPAHANNOCK,2,VA,ESSEX,22560
TARPON SPRINGS,1,FL,PINELLAS,34688
TARRYTOWN,3,NY,WESTCHESTER,10591
TARZANA,6,CA,LOS ANGELES,91356
TAUNTON,4,MA,BRISTOL,2780
TAVARES,2,FL,LAKE,32778
TAWAS CITY,1,MI,IOSCO,48763
TAYLOR,4,['MI' 'TX'],['WAYNE' 'WILLIAMSON'],[48180 76574]
TAYLOR MILL,3,KY,KENTON,41015
TAYLORS,4,SC,GREENVILLE,29687
TAYLORSVILLE,5,['UT' 'CA'],['SALT LAKE' 'PLUMAS'],[84129 84123 95983]
TAYLORVILLE,2,IL,CHRISTIAN,62568
TEANECK,12,NJ,BERGEN,7666
TEAUECH,1,NJ,BERGEN,7666
TECATE,1,CA,SAN DIEGO,91980
TECUMSEH,1,NE,JOHNSON,68450
TEEC NOS POS,1,AZ,APACHE,86514
TEHACHAPI,3,CA,KERN,93561
TELFORD,2,PA,MONTGOMERY,18969
TELLICO PLAINS,1,TN,MONROE,37385
TELLURIDE,2,CO,SAN MIGUEL,81435
TEMECULA,15,CA,RIVERSIDE,[92592 92591 92590]
TEMPE,12,AZ,MARICOPA,[85283 85281 85284 85282]
TEMPERANCE,1,MI,MONROE,48182
TEMPLE,8,['GA' 'TX' 'PA'],['HARALSON' 'BELL' 'BERKS'],[30179 76502 76501 76504 19560]
TEMPLE CITY,4,CA,LOS ANGELES,91780
TEMPLE HILLS,5,MD,PRINCE GEORGE'S,20748
TEMPLE TERRACE,4,FL,HILLSBOROUGH,[33617 33637]
TEMPLETON,2,CA,SAN LUIS OBISPO,93465
TENAFLY,5,NJ,BERGEN,7670
TEQUESTA,1,FL,PALM BEACH,33469
TERRA BELLA,1,CA,TULARE,93270
TERRE HAUTE,9,IN,VIGO,[47807 47803 47802 47804]
TERRE HILL,2,PA,LANCASTER,17581
TERRELL,3,TX,KAUFMAN,75160
TERRYTOWN,3,LA,JEFFERSON,70056
TEWKSBURY,1,MA,MIDDLESEX,1876
TEXARKANA,7,['TX' 'AR'],['BOWIE' 'MILLER'],[75503 71854 75501]
TEXAS CITY,3,TX,GALVESTON,[77591 77590]
THE COLONY,1,TX,DENTON,75056
THE DALLES,4,OR,WASCO,97058
THE PLAINS,2,VA,FAUQUIER,20198
THE WOODLANDS,20,TX,['HARRIS' 'MONTGOMERY'],[77389 77382 77354 77380 77381 77384]
THEODORE,2,AL,MOBILE,36582
THERMOPOLIS,1,WY,HOT SPRINGS,82443
THETFORD,2,VT,ORANGE,5074
THIBODAUX,3,LA,LAFOURCHE,70301
THIEF RIVER FALLS,3,MN,PENNINGTON,56701
THIENSVILLE,1,WI,OZAUKEE,53092
THIRD LAKE,1,IL,LAKE,60030
THOMASTON,2,GA,UPSON,30286
THOMASVILLE,8,['NC' 'GA' 'PA'],['DAVIDSON' 'THOMAS' 'YORK'],[27360 31792 17364]
THOMPSON,2,CT,WINDHAM,6277
THOMPSON FALLS,1,MT,SANDERS,59873
THOMPSONTOWN,1,PA,JUNIATA,17094
THOMPSONVILLE,1,IL,FRANKLIN,62890
THONOTOSASSA,1,FL,HILLSBOROUGH,33592
THOREAU,1,NM,MCKINLEY,87323
THORNDALE,1,TX,MILAM,76577
THORNTON,5,CO,ADAMS,[80229 80241]
THORP,5,WI,CLARK,54771
THOUSAND OAKS,16,CA,VENTURA,[91360 91361 91362]
THOUSAND PALMS,1,CA,RIVERSIDE,92276
THREE RIVERS,2,MI,ST. JOSEPH,49093
THREE SPRINGS,1,PA,HUNTINGDON,17264
THURMONT,1,MD,FREDERICK,21788
TIBURON,2,CA,MARIN,94920
TICONDEROGA,1,NY,ESSEX,12883
TIFFIN,1,OH,SENECA,44883
TIFTON,3,GA,TIFT,[31794 31793]
TIGARD,8,OR,WASHINGTON,[97223 97224]
TIJERAS,2,NM,BERNALILLO,87059
TILLAMOOK,5,OR,TILLAMOOK,97141
TILTON,2,NH,BELKNAP,3276
TIMONIUM,2,MD,BALTIMORE,21093
TINLEY PARK,11,IL,['WILL' 'COOK'],[60487 60477]
TINTON FALLS,5,NJ,MONMOUTH,[7724 7701 7712]
TIOGA CENTER,1,NY,TIOGA,13845
TIONESTA,3,PA,CLARION,16353
TIPP CITY,1,OH,MIAMI,45371
TIPPECANOE,1,IN,MARSHALL,46570
TIPTON,3,['KS' 'MO' 'IN'],['MITCHELL' 'MONITEAU' 'TIPTON'],[67485 65081 46072]
TISMO BEACH,1,CA,SAN LUIS OBISPO,93449
TITUSVILLE,11,['FL' 'NJ' 'PA'],['BREVARD' 'MERCER' 'CRAWFORD'],[32780  8560 16354 32796]
TOBIAS,1,NE,SALINE,68453
TOLEDO,32,['OH' 'OR'],['LUCAS' 'LINCOLN'],[43607 43623 43613 43610 43615 43612 43606 43608 43614 43611 97391 43605]
TOLLESBORO,1,KY,LEWIS,41189
TOMAH,5,WI,MONROE,54660
TOMAHAWK,1,WI,LINCOLN,54487
TOMBALL,7,TX,HARRIS,[77377 77375]
TOMS RIVER,9,NJ,OCEAN,[8753 8757 8755]
TONASKET,1,WA,OKANOGAN,98855
TONAWANDA,6,NY,ERIE,14150
TONGANOXIE,1,KS,LEAVENWORTH,66086
TOOELE,1,UT,TOOELE,84074
TOPEKA,22,['KS' 'IN'],['SHAWNEE' 'LAGRANGE'],[66616 66609 66606 66605 66614 66608 66604 46571]
TOQUERVILLE,2,UT,WASHINGTON,84774
TORRANCE,26,CA,LOS ANGELES,[90505 90503 90501 90504 90804 90502]
TORRINGTON,4,['CT' 'WY'],['LITCHFIELD' 'GOSHEN'],[ 6790 82240]
TOTOWA,3,NJ,PASSAIC,7512
TOTZ,1,KY,HARLAN,40870
TOUGHKENAMON,1,PA,CHESTER,19374
TOWACO,2,NJ,MORRIS,7082
TOWANDA,1,PA,BRADFORD,18848
TOWN AND COUNTRY,2,MO,ST. LOUIS,63017
TOWSON,7,MD,BALTIMORE,[21204 21286]
TOXEY,1,AL,CHOCTAW,36921
TRACY,8,['CA' 'MN'],['SAN JOAQUIN' 'LYON'],[95376 56175 95377]
TRAPPE,1,PA,MONTGOMERY,19426
TRAVELERS REST,1,SC,GREENVILLE,29690
TRAVERSE CITY,11,MI,['GRAND TRAVERSE' 'LEELANAU'],[49684 49686 49685 49696]
TRENTON,9,['MI' 'FL' 'NJ' 'TN' 'ME'],['WAYNE' 'GILCHRIST' 'MERCER' 'GIBSON' 'HANCOCK'],[48183 32693  8638  8618 38382  4605  8690]
TREVOSE,4,PA,BUCKS,19053
TRIADELPHIA,1,WV,OHIO,26059
TRIANGLE,3,VA,PRINCE WILLIAM,22172
TRINIDAD,2,CO,LAS ANIMAS,81082
TRONA,1,CA,SAN BERNARDINO,93562
TROPHY CLUB,2,TX,DENTON,76262
TROUT RUN,1,PA,LYCOMING,17771
TROUTDALE,1,OR,MULTNOMAH,97060
TROUTMAN,1,NC,IREDELL,28166
TROUTVILLE,1,PA,CLEARFIELD,15866
TROY,33,['MI' 'AL' 'IL' 'MO' 'NY' 'MT' 'NC' 'OH' 'VA'],"['OAKLAND' 'PIKE' 'MADISON' 'LINCOLN' 'RENSSELAER' 'MONTGOMERY' 'MIAMI'
 'FLUVANNA']","[48098 36081 62294 63379 48083 48084 12180 12182 59935 27371 45373 22974
 22947]"
TRUCKEE,1,CA,NEVADA,96161
TRUCKSVILLE,1,PA,LUZERNE,18708
TRUMAN,1,MN,MARTIN,56088
TRUMANSBURG,1,NY,TOMPKINS,14886
TRUMBAUERSVILLE,1,PA,BUCKS,18970
TRUMBULL,7,CT,FAIRFIELD,6611
TRUSSVILLE,2,AL,JEFFERSON,35173
TRUTH OR CONSEQUENCES,1,NM,SIERRA,87901
TRYON,1,NC,POLK,28782
TSE BONITO,1,NM,MCKINLEY,87301
TUALATIN,6,OR,['WASHINGTON' 'CLACKAMAS'],97062
TUCKAHOE,3,['NJ' 'NY'],['CAPE MAY' 'WESTCHESTER'],[ 8250 10707]
TUCKER,4,GA,DEKALB,30084
TUCSON,68,AZ,PIMA,"[85745 85704 85712 85749 85719 85711 85743 85730 85716 85718 85741 85710
 85705 85746 85713 85701 85742 85750 85715]"
TUJUNGA,2,CA,LOS ANGELES,91042
TUKWILA,1,WA,KING,98168
TULARE,2,CA,TULARE,93274
TULELAKE,1,CA,SISKIYOU,96134
TULLAHOMA,3,TN,['FRANKLIN' 'COFFEE'],37388
TULSA,42,OK,TULSA,"[74107 74137 74135 74101 74120 74136 74145 74114 74119 74116 74133 74132
 74105 74112 74104 74110 74115 74146 74171 74108 74106 74134]"
TUMWATER,1,WA,THURSTON,98501
TUNAS,1,MO,DALLAS,65764
TUNICA,1,MS,TUNICA,38676
TUNKHANNOCK,2,PA,WYOMING,18657
TUNNEL HILL,1,GA,WHITFIELD,30755
TUOLUMNE,2,CA,TUOLUMNE,95379
TUPELO,5,MS,LEE,[38804 38801]
TURBOTVILLE,3,PA,NORTHUMBERLAND,17772
TURLOCK,6,CA,STANISLAUS,[95380 95382 95340]
TURNER,2,['ME' 'OR'],['ANDROSCOGGIN' 'MARION'],[ 4282 97392]
TURNERSVILLE,1,NJ,GLOUCESTER,8012
TURTLE CREEK,1,PA,ALLEGHENY,15145
TUSCALOOSA,7,AL,TUSCALOOSA,[35405 35404 35401 35406]
TUSCOLA,1,IL,DOUGLAS,61953
TUSCUMBIA,1,AL,COLBERT,35674
TUSKEGEE,1,AL,MACON,36083
TUSKEGEE INSTITUTE,1,AL,MACON,36088
TUSTIN,7,CA,ORANGE,92780
TUXEDO PARK,1,NY,ORANGE,10987
TWELVE MILE,1,IN,CASS,46988
TWENTYNINE PALMS,2,CA,SAN BERNARDINO,92277
TWIN CITY,1,GA,EMANUEL,30471
TWIN FALLS,5,ID,TWIN FALLS,83301
TWIN PEAKS,2,CA,SAN BERNARDINO,92391
TWISP,2,WA,OKANOGAN,98856
TWO RIVERS,3,WI,MANITOWOC,54241
TYLER,14,TX,SMITH,[75707 75703 75701 75702 75704]
TYNGSBORO,2,MA,MIDDLESEX,1879
TYRO,1,KS,MONTGOMERY,67333
TYRONE,9,['PA' 'GA'],['BLAIR' 'FAYETTE' 'HUNTINGDON'],[16686 30290]
UKIAH,3,CA,MENDOCINO,95482
ULSTER,1,PA,BRADFORD,18850
ULYSSES,1,PA,POTTER,16948
UMPIRE,1,AR,HOWARD,71971
UNCASVILLE,1,CT,NEW LONDON,6382
UNION,5,['MO' 'NJ' 'SC' 'MS'],['FRANKLIN' 'UNION' 'NESHOBA'],[63084  7083 29379 39365]
UNION CITY,15,['CA' 'NJ' 'TN'],['ALAMEDA' 'HUDSON' 'OBION'],[94587  7087 38261]
UNION GAP,1,WA,YAKIMA,98903
UNION GROVE,1,WI,KENOSHA,53182
UNION SPRINGS,3,['AL' 'NY'],['BULLOCK' 'CAYUGA'],[36089 13160]
UNION TOWN,1,OH,SUMMIT,44685
UNIONDALE,4,NY,NASSAU,11553
UNIONTOWN,7,['PA' 'OH'],['FAYETTE' 'SUMMIT'],[15401 44685]
UNIVERSAL CITY,1,TX,BEXAR,78148
UNIVERSITY HEIGHTS,1,OH,CUYAHOGA,44118
UNIVERSITY PARK,2,['IL' 'PA'],['WILL' 'CENTRE'],[60484 16802]
UNIVERSITY PLACE,3,WA,PIERCE,[98466 98467]
UPLAND,7,CA,SAN BERNARDINO,[91786 91784]
UPPER BLACK EDDY,1,PA,BUCKS,18972
UPPER CHICHESTER,2,PA,DELAWARE,[19014 19061]
UPPER DARBY,4,PA,DELAWARE,19082
UPPER MARLBORO,7,MD,PRINCE GEORGE'S,[20774 20792 20772]
UPPER MONTCLAIR,3,NJ,ESSEX,7043
UPPER SANDUSKY,1,OH,WYANDOT,43351
UPPER ST CLAIR,3,PA,ALLEGHENY,15241
URBANA,6,['IL' 'OH'],CHAMPAIGN,[61801 43078 61802]
URBANDALE,2,IA,POLK,[50323 50322]
URDA,1,UT,TOOELE,84074
UTICA,10,['NY' 'MI' 'NE'],['HERKIMER' 'ONEIDA' 'MACOMB' 'SEWARD'],[13502 13501 48317 68456]
UVALDE,2,TX,UVALDE,78801
UWCHLAN,1,PA,CHESTER,19480
UWCHLAND,1,PA,CHESTER,19480
UXBRIDGE,1,MA,WORCESTER,1569
VACAVILLE,5,CA,SOLANO,[95687 95688]
VAIL,1,CO,EAGLE,81657
VALDOSTA,11,GA,LOWNDES,[31605 31602 31603 31601]
VALENCIA,3,['CA' 'PA'],['LOS ANGELES' 'BUTLER'],[91355 16059]
VALENTINE,1,NE,CHERRY,69201
VALHALLA,2,NY,WESTCHESTER,[10395 10595]
VALLEJO,11,CA,SOLANO,[94590 94591 94589]
VALLEY,2,AL,CHAMBERS,36854
VALLEY CITY,1,ND,BARNES,58072
VALLEY COTTAGE,1,NY,ROCKLAND,10989
VALLEY GLEN,3,CA,LOS ANGELES,[91401 91606]
VALLEY PARK,1,MO,ST. LOUIS,63088
VALLEY SPRINGS,1,CA,CALAVERAS,95252
VALLEY STREAM,4,NY,NASSAU,[11580 11581]
VALLEY VILLAGE,7,CA,LOS ANGELES,91607
VALPARAISO,8,IN,PORTER,[46383 46385 46384]
VALRICO,4,FL,HILLSBOROUGH,33596
VAN,1,WV,BOONE,25206
VAN BUREN,1,AR,CRAWFORD,72956
VAN NUYS,14,CA,LOS ANGELES,[91406 91411 91401 91405 91402]
VAN WERT,1,OH,VAN WERT,45891
VANCOUVER,24,WA,CLARK,[98684 98664 98685 98665 98663 98661 98686 98683 98662]
VANDALIA,2,['IL' 'OH'],['FAYETTE' 'MONTGOMERY'],[62471 45377]
VANDERGRIFT,1,PA,WESTMORELAND,15690
VANDUSER,1,MO,SCOTT,63784
VASHON,2,WA,KING,98070
VASS,1,NC,MOORE,28394
VASSAR,2,MI,TUSCOLA,48768
VENETA,3,OR,LANE,97487
VENETIA,1,PA,WASHINGTON,15367
VENICE,6,['CA' 'FL'],['LOS ANGELES' 'SARASOTA'],[90291 34285 34292]
VENTURA,16,CA,VENTURA,[93001 93003 93004]
VENUS,1,PA,CLARION,16364
VERADALE,1,WA,SPOKANE,99037
VERGENNES,1,VT,ADDISON,5491
VERMILION,1,OH,ERIE,44089
VERMILLION,2,['MN' 'SD'],['DAKOTA' 'CLAY'],[55085 57069]
VERMONTVILLE,1,MI,EATON,49096
VERNAL,1,UT,UINTAH,84078
VERNON,3,['NJ' 'TX'],['SUSSEX' 'WILBARGER'],[ 7462 76384]
VERNON HILLS,2,IL,LAKE,60061
VERNON ROCKVILLE,1,CT,TOLLAND,6066
VERO BEACH,9,FL,INDIAN RIVER,[32966 32968 32963 32960 32962]
VERONA,5,['NJ' 'PA'],['ESSEX' 'ALLEGHENY'],[ 7044 15147]
VERSAILLES,4,['KY' 'MO'],['WOODFORD' 'MORGAN'],[40383 65084]
VERSHIRE,1,VT,ORANGE,5079
VESTA,1,MN,REDWOOD,86292
VESTAL,1,NY,BROOME,13850
VESTAVIA,2,AL,JEFFERSON,35216
VEVAY,1,IN,SWITZERLAND,47043
VICKSBURG,5,MS,WARREN,[39183 39180 39181]
VICTORIA,12,['TX' 'MS' 'MN'],['VICTORIA' 'MARSHALL' 'CARVER'],[77901 77904 38679 55386]
VICTORVILLE,10,CA,SAN BERNARDINO,[92395 92394 92392 92393]
VIDALIA,3,GA,TOOMBS,30474
VIENNA,11,['VA' 'MO' 'GA'],['FAIRFAX' 'MARIES' 'DOOLY'],[22180 65582 22182 22181 31092]
VILLA HILLS,2,KY,KENTON,41017
VILLA PARK,5,IL,DUPAGE,60181
VILLA RIDGE,2,MO,FRANKLIN,63089
VILLANOVA,4,PA,['MONTGOMERY' 'DELAWARE'],19085
VILLE PLATTE,3,LA,EVANGELINE,70586
VINCENNES,3,IN,KNOX,47591
VINELAND,11,NJ,['ATLANTIC' 'CUMBERLAND'],[8360 8361]
VINEMONT,1,AL,CULLMAN,35179
VINEYARD HAVEN,1,MA,DUKES,2568
VINITA,2,OK,['MAYES' 'CRAIG'],74301
VINTON,1,VA,BEDFORD,24179
VIRGIE,1,KY,PIKE,41572
VIRGIN,2,UT,WASHINGTON,84779
VIRGINIA BEACH,52,VA,VIRGINIA BEACH,[23464 23454 23455 23451 23456 23462 23452 23453 23457]
VIROQUA,4,WI,VERNON,54665
VISALIA,5,CA,TULARE,[93291 93277]
VISTA,9,CA,SAN DIEGO,[92084 92083 92081]
VOLANT,4,PA,LAWRENCE,16156
VOLGA,1,SD,BROOKINGS,57071
VOORHEES,10,NJ,CAMDEN,8043
W FARMINGTON,1,OH,TRUMBULL,44491
W. FARMINGTON,2,OH,TRUMBULL,44491
W. FARMINGTON (PARKMAN TOWNS,1,OH,GEAUGA,44491
WABASH,3,IN,WABASH,46992
WABASHA,1,MN,WABASHA,55981
WABASSO,1,MN,REDWOOD,56293
WACO,12,['NE' 'TX'],['YORK' 'MCLENNAN'],[68460 76706 76712 76708 76701 76710]
WACONIA,2,MN,CARVER,55387
WADENA,1,MN,OTTER TAIL,56482
WADESVILLE,1,IN,POSEY,47638
WADSWORTH,4,['OH' 'IL'],['MEDINA' 'LAKE'],[44281 60083]
WAGONER,1,OK,WAGONER,74467
WAHIAWA,3,HI,HONOLULU,96786
WAHOO,2,NE,SAUNDERS,68066
WAHPETON,1,ND,RICHLAND,58075
WAIALUA,1,HI,HONOLULU,96791
WAIANAE,3,HI,HONOLULU,96792
WAILUKU,2,HI,MAUI,96793
WAIPAHU,4,HI,HONOLULU,[96797 96701]
WAITE PARK,2,MN,STEARNS,56387
WAITSFIELD,1,VT,WASHINGTON,5673
WAKARUSA,3,IN,ELKHART,46573
WAKE FOREST,3,NC,WAKE,27587
WAKEFIELD,7,['MA' 'VA' 'RI'],['MIDDLESEX' 'SUSSEX' 'WASHINGTON'],[ 1880 23888  2879]
WAKEMAN,1,OH,HURON,44889
WALDEN,1,NY,ORANGE,12586
WALDOBORO,1,ME,LINCOLN,4572
WALDORF,6,MD,CHARLES,[20603 20601 20602]
WALDWICK,4,NJ,BERGEN,7463
WALHALLA,2,SC,OCONEE,29691
WALHONDING,1,OH,COSHOCTON,43843
WALKER,2,['IA' 'MN'],['BUCHANAN' 'CASS'],[52352 56484]
WALL,2,NJ,MONMOUTH,[7753 7719]
WALL TOWNSHIP,4,NJ,MONMOUTH,[7719 7753]
WALLA WALLA,6,WA,WALLA WALLA,99362
WALLACE,2,['NC' 'SC'],['DUPLIN' 'MARLBORO'],[28466 29596]
WALLED LAKE,1,MI,OAKLAND,48390
WALLER,1,TX,WALLER,77484
WALLINGFORD,12,['CT' 'PA'],['NEW HAVEN' 'DELAWARE'],[ 6492 19086]
WALLINGTON,1,NJ,BERGEN,7057
WALLS,1,MS,DESOTO,38680
WALNUT,7,CA,LOS ANGELES,91789
WALNUT CREEK,14,CA,CONTRA COSTA,[94597 94598 94595 94596]
WALNUT HILL,1,FL,ESCAMBIA,32568
WALTERBORO,4,SC,COLLETON,29488
WALTHAM,7,['MA' 'VT'],['MIDDLESEX' 'ADDISON'],[2452 2453 5491 2451]
WALTON,2,KY,BOONE,41094
WALWORTH,1,WI,WALWORTH,53184
WANCHESE,1,NC,DARE,27981
WANTAGE,1,NJ,SUSSEX,7461
WANTAGH,2,NY,NASSAU,11793
WAPPINGERS FALLS,2,NY,DUTCHESS,12590
WARD,1,AR,LONOKE,72176
WARDEN,1,WA,ADAMS,98857
WARE,1,MA,HAMPSHIRE,1082
WARE SHOALS,1,SC,GREENWOOD,29692
WARMINSTER,6,PA,BUCKS,18974
WARNER ROBINS,5,GA,HOUSTON,[31088 31093]
WARNERS,1,NY,ONONDAGA,13164
WARR ACRES,1,OK,OKLAHOMA,73112
WARREN,24,['OH' 'MI' 'MA' 'OR' 'PA' 'RI' 'TX' 'NJ' 'AR'],"['TRUMBULL' 'MACOMB' 'WORCESTER' 'COLUMBIA' 'WARREN' 'BRISTOL' 'HARDIN'
 'SOMERSET' 'BRADLEY']","[44483 48091 48092 48093 48088  1083 44484 97053 16365  2885 77664  7059
 71671]"
WARRENTON,10,['VA' 'MO' 'GA'],['FAUQUIER' 'WARREN'],[20187 20186 63383 30828]
WARRENVILLE,4,IL,DUPAGE,60555
WARRINGTON,4,PA,BUCKS,18976
WARROAD,1,MN,ROSEAU,56763
