City,ActualHouseValue,RandomForestPredictedHouseValue,Lat,Lng
Marion,471000.0,449271.0,41.72,-70.76
Mattapoisett,419800.0,415842.0,41.66,-70.81
New Bedford,205000.0,212086.0,41.64,-70.94
Acushnet,277600.0,224332.0,41.71,-70.9
New Bedford,215000.0,185295.0,41.61,-70.92
New Bedford,218500.0,209473.0,41.7,-70.94
New Bedford,204300.0,211986.0,41.67,-70.94
North Dartmouth,319800.0,300604.0,41.7,-71.0
South Dartmouth,349100.0,360497.0,41.56,-70.98
North Attleboro,330500.0,343610.0,41.97,-71.32
Plainville,333300.0,334368.0,42.02,-71.33
Attleboro Falls,367600.0,373440.0,41.96,-71.31
North Dighton,315300.0,320282.0,41.85,-71.16
Norton,326700.0,341198.0,41.96,-71.18
Raynham,330200.0,374167.0,41.94,-71.06
Rehoboth,358300.0,337725.0,41.84,-71.24
Rochester,386900.0,383430.0,41.75,-70.85
Seekonk,318000.0,300595.0,41.84,-71.32
Swansea,271200.0,274827.0,41.76,-71.23
Taunton,243500.0,252152.0,41.91,-71.12
Westport,356300.0,310838.0,41.6,-71.1
Westport Point,537200.0,445577.0,41.52,-71.076
Albion,245600.0,292798.0,41.92,-71.44
Ashaway,224000.0,234149.0,41.43,-71.76
Barrington,402300.0,435837.0,41.74,-71.32
Block Island,1104200.0,728951.0,41.19,-71.58
Bradford,235800.0,247229.0,41.41,-71.74
Bristol,318800.0,296236.0,41.68,-71.27
Charlestown,305900.0,284217.0,41.4,-71.66
Chepachet,256600.0,291638.0,41.9,-71.7
Coventry,216800.0,232135.0,41.69,-71.63
West Greenwich,319800.0,308854.0,41.6,-71.7
East Greenwich,385600.0,438494.0,41.64,-71.48
Exeter,327300.0,300589.0,41.6,-71.7
Foster,287700.0,294439.0,41.79,-71.7
Greene,288800.0,294258.0,41.69,-71.73
Greenville,259200.0,278743.0,41.88,-71.56
Harrisville,251600.0,271045.0,41.97,-71.65
Hope,278500.0,285398.0,41.75,-71.59
Hope Valley,261600.0,275474.0,41.5,-71.73
Hopkinton,265300.0,335494.0,41.5,-71.78
Jamestown,582100.0,480829.0,41.51,-71.37
Little Compton,511200.0,446950.0,41.51,-71.16
Manville,240000.0,232661.0,41.97,-71.47
Mapleville,113600.0,226820.0,41.95,-71.64
Newport,405700.0,411964.0,41.49,-71.32
Middletown,350500.0,385221.0,41.52,-71.28
North Kingstown,313300.0,319492.0,41.59,-71.46
North Scituate,293600.0,303266.0,41.82,-71.65
Pascoag,230600.0,238764.0,41.97,-71.74
Pawtucket,170500.0,211493.0,41.88,-71.39
Pawtucket,174200.0,194969.0,41.88,-71.35
Central Falls,149100.0,179900.0,41.89,-71.39
Cumberland,266500.0,303731.0,41.96,-71.43
Lincoln,296800.0,312149.0,41.92,-71.44
Portsmouth,368300.0,399700.0,41.59,-71.26
Saunderstown,407300.0,438480.0,41.52,-71.47
Tiverton,267500.0,295616.0,41.61,-71.17
Wakefield,343400.0,334382.0,41.43,-71.54
Kingston,344400.0,307493.0,41.48,-71.53
Narragansett,406100.0,350536.0,41.43,-71.47
Warren,265100.0,274761.0,41.73,-71.26
Warwick,209800.0,257991.0,41.71,-71.46
Warwick,193300.0,238658.0,41.75,-71.41
Warwick,189500.0,235109.0,41.7,-71.39
Westerly,289500.0,258120.0,41.36,-71.8
West Kingston,288500.0,311879.0,41.5,-71.58
West Warwick,183200.0,211126.0,41.7,-71.51
Woonsocket,158500.0,199692.0,42.0,-71.5
North Smithfield,280300.0,281025.0,41.97,-71.54
Wyoming,230200.0,304616.0,41.52,-71.67
Providence,314300.0,394433.0,41.82,-71.41
Providence,192100.0,191089.0,41.85,-71.44
Providence,181300.0,218088.0,41.79,-71.4
Providence,390900.0,505185.0,41.84,-71.39
Providence,146800.0,194836.0,41.8,-71.43
Providence,174900.0,198213.0,41.84,-71.44
Providence,154500.0,186649.0,41.82,-71.45
Cranston,182300.0,200673.0,41.78,-71.43
North Providence,195500.0,220226.0,41.85,-71.47
East Providence,195200.0,233585.0,41.81,-71.36
Riverside,207300.0,207043.0,41.78,-71.36
Rumford,232200.0,272792.0,41.84,-71.36
Smithfield,287700.0,268288.0,41.9,-71.53
Johnston,211800.0,227279.0,41.83,-71.52
Cranston,214400.0,225897.0,41.77,-71.47
Cranston,345300.0,345372.0,41.76,-71.52
Amherst,335000.0,435157.0,42.87,-71.61
Auburn,296300.0,339670.0,42.99,-71.35
Brookline,317200.0,436810.0,42.75,-71.67
Candia,273100.0,317891.0,43.07,-71.31
Chester,315800.0,388741.0,42.97,-71.24
Deerfield,269000.0,304525.0,43.15,-71.25
Derry,226400.0,294197.0,42.89,-71.28
Epping,239700.0,305243.0,43.05,-71.08
Francestown,282000.0,325616.0,42.99,-71.82
Fremont,255800.0,313961.0,42.99,-71.13
Goffstown,252400.0,279772.0,43.02,-71.57
Dunbarton,290200.0,326410.0,43.11,-71.59
Greenfield,217900.0,231378.0,42.93,-71.88
Greenville,202900.0,252849.0,42.75,-71.76
Hollis,442100.0,485983.0,42.75,-71.58
Hudson,270500.0,306049.0,42.76,-71.41
Litchfield,293600.0,331111.0,42.85,-71.45
Londonderry,295900.0,326671.0,42.9,-71.4
Merrimack,263200.0,309583.0,42.85,-71.52
Milford,236000.0,306605.0,42.82,-71.67
Mont Vernon,305000.0,373409.0,42.9,-71.69
Nashua,222500.0,238370.0,42.73,-71.46
Nashua,258100.0,315283.0,42.73,-71.5
Nashua,250500.0,283350.0,42.77,-71.53
Nashua,256700.0,302886.0,42.78,-71.47
New Boston,297500.0,317900.0,42.98,-71.69
New Ipswich,229900.0,253250.0,42.75,-71.87
Pelham,334500.0,356734.0,42.74,-71.32
Raymond,214700.0,250156.0,43.03,-71.2
Salem,301600.0,324955.0,42.79,-71.23
Lyndeborough,269900.0,340773.0,42.9,-71.77
Temple,264500.0,347099.0,42.84,-71.86
Wilton,255700.0,285670.0,42.83,-71.77
Windham,389300.0,467033.0,42.81,-71.3
Manchester,216800.0,230178.0,42.99,-71.47
Manchester,204500.0,223197.0,43.01,-71.5
Manchester,190500.0,215888.0,42.94,-71.44
Manchester,247800.0,279553.0,43.02,-71.44
Hooksett,237400.0,309626.0,43.07,-71.44
Manchester,212600.0,270869.0,42.97,-71.41
Bedford,381800.0,447653.0,42.94,-71.54
Andover,200000.0,216300.0,43.45,-71.79
Ashland,160500.0,175713.0,43.72,-71.63
Belmont,185700.0,221867.0,43.46,-71.47
Bradford,229000.0,252853.0,43.3,-72.0
Bristol,196900.0,187358.0,43.6,-71.8
Campton,178500.0,298075.0,43.9,-71.7
Canterbury,262500.0,309060.0,43.35,-71.55
Center Barnstead,174300.0,228378.0,43.36,-71.24
Center Harbor,340100.0,317803.0,43.71,-71.51
Center Sandwich,289800.0,257713.0,43.8,-71.4
Contoocook,256000.0,341106.0,43.2,-71.7
Danbury,173800.0,189083.0,43.5,-71.9
Epsom,208500.0,263413.0,43.22,-71.34
Franklin,160300.0,166244.0,43.45,-71.68
Gilmanton,215100.0,246548.0,43.4,-71.4
Grafton,162700.0,183102.0,43.6,-72.0
Hebron,281600.0,260826.0,43.71,-71.83
Henniker,230200.0,299440.0,43.17,-71.82
Hill,186500.0,207518.0,43.52,-71.76
Hillsborough,186300.0,205689.0,43.1,-71.9
Holderness,266700.0,227911.0,43.74,-71.6
Laconia,180600.0,215396.0,43.56,-71.48
Gilford,244800.0,291623.0,43.6,-71.4
Lincoln,213900.0,154998.0,44.0,-71.6
Meredith,284700.0,280356.0,43.6,-71.5
Moultonborough,347900.0,318423.0,43.7,-71.4
Newbury,279200.0,306305.0,43.32,-72.02
New Hampton,207800.0,232336.0,43.6,-71.6
New London,359600.0,354087.0,43.42,-71.99
Chichester,245800.0,286850.0,43.26,-71.4
North Sutton,300600.0,360071.0,43.37,-71.94
Northwood,234100.0,281530.0,43.22,-71.2
North Woodstock,195000.0,158997.0,44.0,-71.7
Pittsfield,189400.0,240162.0,43.31,-71.31
Plymouth,176900.0,171906.0,43.7,-71.7
Rumney,174800.0,191087.0,43.8,-71.9
Salisbury,207800.0,257168.0,43.39,-71.75
Sanbornton,260200.0,259051.0,43.54,-71.61
Suncook,203400.0,248167.0,43.2,-71.4
Tilton,178100.0,187435.0,43.43,-71.57
Warner,236400.0,273192.0,43.3,-71.8
Warren,152000.0,157744.0,43.94,-71.88
Washington,207100.0,256384.0,43.19,-72.09
Weare,243800.0,293350.0,43.08,-71.72
Wentworth,186700.0,214445.0,43.9,-71.9
Springfield,200000.0,212327.0,43.49,-72.03
Thornton,229600.0,212857.0,43.93,-71.65
Wilmot,281500.0,304698.0,43.4,-71.9
Nottingham,275900.0,318271.0,43.13,-71.12
Concord,226000.0,249661.0,43.2,-71.5
Concord,191600.0,225293.0,43.3,-71.7
Bow,306000.0,351786.0,43.13,-71.55
Loudon,225300.0,226389.0,43.3,-71.4
Keene,179700.0,228498.0,43.0,-72.3
Antrim,186000.0,191441.0,43.06,-71.98
Bennington,170900.0,202309.0,43.02,-71.91
Dublin,262000.0,278267.0,42.89,-72.07
Sullivan,189400.0,248866.0,43.01,-72.22
Swanzey,173400.0,205227.0,42.86,-72.31
Fitzwilliam,170200.0,228014.0,42.76,-72.15
Gilsum,189100.0,198299.0,43.03,-72.25
Hancock,284100.0,324507.0,42.98,-72.0
Harrisville,259800.0,326176.0,42.94,-72.08
Hinsdale,134900.0,160005.0,42.79,-72.5
Jaffrey,190400.0,221887.0,42.83,-72.06
Marlborough,199300.0,231722.0,42.9,-72.19
Marlow,166100.0,195721.0,43.13,-72.21
Nelson,274200.0,269043.0,43.01,-72.12
Peterborough,247100.0,341589.0,42.9,-71.9
Rindge,233100.0,245006.0,42.75,-72.01
Spofford,266000.0,305154.0,42.89,-72.41
Stoddard,216400.0,232147.0,43.07,-72.12
Troy,155400.0,209660.0,42.83,-72.19
West Chesterfield,281900.0,382008.0,42.89,-72.5
Westmoreland,259300.0,290932.0,42.97,-72.45
Winchester,149900.0,188253.0,42.8,-72.3
Littleton,161000.0,162884.0,44.3,-71.8
Berlin,90400.0,117335.0,44.5,-71.2
Bethlehem,154000.0,217993.0,44.2,-71.6
Colebrook,150900.0,172606.0,44.9,-71.3
Errol,214700.0,213055.0,44.9,-71.1
Franconia,309600.0,323444.0,44.2,-71.8
Gorham,142100.0,205679.0,44.3,-71.1
Groveton,80800.0,114723.0,44.6,-71.4
Jefferson,191500.0,172131.0,44.4,-71.46
Lancaster,134200.0,147909.0,44.5,-71.5
Lisbon,160100.0,179504.0,44.2,-71.9
Sugar Hill,299200.0,396441.0,44.22,-71.8
Milan,148800.0,135105.0,44.6,-71.2
North Stratford,94300.0,112452.0,44.7,-71.5
Pittsburg,149500.0,168862.0,45.1,-71.3
Randolph,248700.0,305479.0,44.39,-71.32
Twin Mountain,199100.0,198294.0,44.2,-71.4
West Stewartstown,75900.0,103745.0,44.995,-71.531
Whitefield,143200.0,174413.0,44.4,-71.6
Acworth,166000.0,172093.0,43.23,-72.3
Alstead,205400.0,198836.0,43.1,-72.3
Charlestown,138600.0,175234.0,43.2,-72.4
Lempster,172100.0,203819.0,43.23,-72.18
South Acworth,162800.0,230919.0,43.21,-72.28
Walpole,229100.0,270248.0,43.09,-72.41
North Walpole,129200.0,168569.0,43.14,-72.44
Bath,188800.0,211218.0,44.18,-71.99
Canaan,193600.0,205826.0,43.7,-72.0
Claremont,134900.0,167629.0,43.3,-72.3
Cornish,265000.0,254805.0,43.47,-72.31
Enfield,267700.0,293930.0,43.6,-72.1
Georges Mills,257100.0,186139.0,43.39,-72.09
Goshen,176200.0,147087.0,43.29,-72.11
Grantham,241500.0,278916.0,43.51,-72.14
Hanover,526600.0,568046.0,43.7,-72.2
Lebanon,236200.0,270666.0,43.63,-72.24
Lyme,409100.0,512548.0,43.81,-72.12
Monroe,193600.0,186920.0,44.27,-72.0
Newport,162200.0,214501.0,43.4,-72.2
North Haverhill,153700.0,185990.0,44.1,-71.99
Orford,268800.0,273352.0,43.9,-72.1
Piermont,187000.0,253393.0,43.97,-72.04
Plainfield,279400.0,273085.0,43.5,-72.3
Sunapee,285700.0,285210.0,43.39,-72.09
West Lebanon,247800.0,254096.0,43.64,-72.3
Woodsville,124500.0,177193.0,44.1,-71.9
Portsmouth,377900.0,431804.0,43.07,-70.8
Alton,244000.0,237212.0,43.5,-71.2
Alton Bay,436600.0,319317.0,43.51,-71.28
Atkinson,344400.0,440112.0,42.84,-71.16
Bartlett,253300.0,218316.0,44.1,-71.3
Center Conway,166000.0,207037.0,44.1,-71.0
Center Tuftonboro,230800.0,206525.0,43.7,-71.3
Conway,164900.0,168887.0,44.0,-71.2
Danville,261300.0,301563.0,42.93,-71.12
Dover,240600.0,290014.0,43.19,-70.89
Madbury,338000.0,432594.0,43.17,-70.93
Durham,361300.0,432129.0,43.12,-70.92
Barrington,279000.0,343372.0,43.2,-71.0
East Hampstead,297200.0,365159.0,42.89,-71.13
East Kingston,340000.0,394613.0,42.91,-70.97
Eaton Center,323500.0,353972.0,43.914,-71.08
Exeter,295000.0,382570.0,43.0,-71.0
Farmington,174500.0,212977.0,43.36,-71.08
Freedom,268500.0,225685.0,43.85,-71.09
Gilmanton Iron Works,266300.0,232526.0,43.4,-71.3
Glen,275000.0,155560.0,44.17,-71.23
Rochester,179000.0,207520.0,43.26,-70.98
Greenland,424400.0,451121.0,43.03,-70.85
Hampstead,304300.0,355996.0,42.88,-71.18
Hampton,345100.0,379926.0,42.91,-70.81
Hampton Falls,464100.0,539610.0,42.93,-70.87
Intervale,195600.0,199854.0,44.12,-71.14
Jackson,371600.0,343401.0,44.19,-71.18
Kingston,266300.0,329120.0,42.91,-71.06
Madison,172600.0,202772.0,43.9,-71.11
Milton,201000.0,241719.0,43.44,-71.02
New Castle,988800.0,742506.0,43.06,-70.72
New Durham,229900.0,268477.0,43.5,-71.1
Newfields,411500.0,499360.0,43.04,-70.96
Newmarket,267600.0,312480.0,43.07,-70.95
Newton,293600.0,359581.0,42.86,-71.04
North Conway,222000.0,223339.0,44.0,-71.2
Lee,323900.0,380506.0,43.13,-71.02
North Hampton,404500.0,470821.0,42.98,-70.83
Plaistow,264500.0,293923.0,42.84,-71.1
Rochester,167600.0,195641.0,43.3,-70.99
Rochester,154700.0,223745.0,43.33,-70.94
Rollinsford,233500.0,295103.0,43.22,-70.85
Rye,590800.0,556762.0,43.01,-70.76
Sanbornville,179300.0,219075.0,43.6,-71.0
Sandown,272500.0,310547.0,42.93,-71.18
Seabrook,267500.0,236615.0,42.88,-70.86
Somersworth,172100.0,219565.0,43.26,-70.88
Effingham,171200.0,178728.0,43.74,-71.06
Strafford,268800.0,314617.0,43.3,-71.2
Stratham,382900.0,433639.0,43.01,-70.9
Tamworth,181100.0,209308.0,43.87,-71.28
Union,171800.0,222008.0,43.48,-71.06
Wolfeboro,284700.0,300226.0,43.6,-71.2
Berwick,219200.0,242868.0,43.31,-70.84
Eliot,324700.0,324461.0,43.15,-70.78
Kittery,283800.0,304158.0,43.11,-70.73
North Berwick,240500.0,214026.0,43.3,-70.8
Ogunquit,507200.0,551697.0,43.25,-70.62
South Berwick,269700.0,299708.0,43.24,-70.74
York,400400.0,347463.0,43.16,-70.67
Acton,192000.0,184820.0,43.5,-70.9
Alfred,214800.0,191719.0,43.5,-70.7
Biddeford,215400.0,200669.0,43.5,-70.5
Bowdoinham,212400.0,217137.0,44.03,-69.87
Bridgton,158400.0,161793.0,44.0,-70.8
Brownfield,182000.0,173740.0,43.94,-70.91
Brunswick,219100.0,235186.0,43.9,-70.0
Casco,205200.0,177647.0,43.97,-70.51
Chebeague Island,391400.0,369691.0,43.73,-70.13
Cornish,192200.0,174440.0,43.76,-70.81
Cumberland Center,327500.0,329759.0,43.8,-70.27
East Baldwin,180100.0,148209.0,43.83,-70.67
Sebago,187700.0,205839.0,43.9,-70.68
Freeport,307700.0,378681.0,43.86,-70.1
Fryeburg,170400.0,164922.0,44.1,-70.9
Gorham,251300.0,266457.0,43.7,-70.5
Gray,217500.0,235793.0,43.89,-70.33
Harrison,186200.0,169830.0,44.1,-70.7
Hiram,153700.0,116187.0,43.87,-70.82
Hollis Center,196800.0,199777.0,43.63,-70.62
Kennebunk,289000.0,309715.0,43.4,-70.6
Kennebunkport,314600.0,301788.0,43.4,-70.5
Parsonsfield,170700.0,175103.0,43.74,-70.91
Limerick,174800.0,168874.0,43.69,-70.78
Limington,176000.0,181387.0,43.7,-70.7
Long Island,382000.0,244188.0,43.69,-70.15
Lovell,184300.0,165910.0,44.2,-70.9
Naples,186700.0,191774.0,43.97,-70.62
North Waterboro,174700.0,226504.0,43.64,-70.74
Windham,232400.0,234653.0,43.8,-70.4
Ocean Park,265600.0,334254.0,43.5,-70.387
Old Orchard Beach,198300.0,241565.0,43.53,-70.39
Orrs Island,523600.0,297291.0,43.77,-69.97
Porter,140100.0,111521.0,43.84,-70.94
Pownal,255300.0,282545.0,43.89,-70.18
Raymond,266600.0,269051.0,43.9,-70.5
Saco,228700.0,248527.0,43.5,-70.5
Sanford,164000.0,169821.0,43.4,-70.7
Scarborough,337900.0,361364.0,43.6,-70.4
Shapleigh,190500.0,154210.0,43.5,-70.8
Harpswell,353900.0,355559.0,43.8,-70.0
Springvale,173800.0,167947.0,43.47,-70.82
Standish,237900.0,233075.0,43.8,-70.6
Topsham,219600.0,220749.0,43.96,-69.97
Waterford,161400.0,145121.0,44.2,-70.7
Wells,272000.0,247022.0,43.32,-70.63
West Baldwin,163800.0,171652.0,43.84,-70.75
Westbrook,216400.0,209787.0,43.7,-70.35
Buxton,220100.0,217904.0,43.6,-70.5
West Newfield,182100.0,147458.0,43.64,-70.9
Yarmouth,351600.0,406542.0,43.79,-70.16
North Yarmouth,300900.0,361142.0,43.85,-70.24
Portland,310600.0,307283.0,43.66,-70.26
Portland,254800.0,302689.0,43.66,-70.3
Portland,250000.0,269242.0,43.69,-70.29
Falmouth,411900.0,435391.0,43.75,-70.27
South Portland,235000.0,258322.0,43.63,-70.3
Cape Elizabeth,392900.0,449536.0,43.59,-70.24
Peaks Island,342400.0,569073.0,43.66,-70.19
Auburn,152400.0,169283.0,44.1,-70.2
Andover,126800.0,122551.0,44.9,-70.9
Bethel,173000.0,167061.0,44.4,-70.8
Bryant Pond,153600.0,126984.0,44.4,-70.6
Buckfield,142600.0,122692.0,44.3,-70.4
Canton,124500.0,155887.0,44.5,-70.3
Durham,225700.0,224160.0,43.96,-70.13
Dixfield,100200.0,89443.0,44.6,-70.4
Greene,181800.0,185118.0,44.19,-70.14
Hebron,199800.0,174245.0,44.2,-70.38
Jay,132500.0,141920.0,44.52,-70.22
Lewiston,140600.0,152478.0,44.1,-70.2
Lisbon,140500.0,172623.0,44.03,-70.12
Lisbon Falls,145300.0,174011.0,44.03,-70.06
Livermore,149500.0,155344.0,44.41,-70.22
Livermore Falls,96100.0,106724.0,44.43,-70.15
Greenwood,170300.0,186483.0,44.34,-70.67
Mechanic Falls,123400.0,145345.0,44.11,-70.41
Mexico,77500.0,112808.0,44.57,-70.52
Minot,185300.0,207517.0,44.15,-70.35
Monmouth,172700.0,191024.0,44.22,-70.01
New Gloucester,223700.0,187549.0,44.0,-70.3
Newry,248100.0,195611.0,44.6,-70.9
Leeds,145800.0,156775.0,44.3,-70.1
North Monmouth,167100.0,152468.0,44.28,-70.03
Norway,118800.0,103511.0,44.2,-70.6
Oxford,134400.0,118755.0,44.1,-70.5
Poland,174100.0,173983.0,44.05,-70.39
Roxbury,96700.0,95202.0,44.7,-70.6
Rumford,85400.0,102376.0,44.5,-70.6
Sabattus,159700.0,176707.0,44.1,-70.1
South Paris,138500.0,116237.0,44.24,-70.49
Turner,179600.0,194612.0,44.3,-70.3
Wayne,225000.0,239069.0,44.34,-70.07
Weld,147300.0,152795.0,44.7,-70.6
Bowdoin,195000.0,188026.0,44.06,-69.97
West Paris,136500.0,108582.0,44.33,-70.53
Peru,121300.0,150673.0,44.5,-70.5
Sumner,151200.0,161126.0,44.4,-70.5
Wilton,132500.0,148210.0,44.657,-70.254
Augusta,149400.0,156944.0,44.4,-69.7
Dresden,171500.0,173860.0,44.08,-69.74
Farmingdale,143900.0,168317.0,44.26,-69.82
Gardiner,156200.0,174318.0,44.2,-69.8
Randolph,118500.0,141996.0,44.24,-69.75
Hallowell,197900.0,221065.0,44.29,-69.82
Jefferson,171900.0,136806.0,44.2,-69.5
Kents Hill,157200.0,178021.0,44.44,-70.07
Litchfield,181500.0,199874.0,44.17,-69.94
Manchester,215900.0,248124.0,44.3,-69.9
Mount Vernon,173700.0,170168.0,44.47,-69.96
Whitefield,150300.0,126988.0,44.2,-69.6
Palermo,159800.0,157131.0,44.4,-69.4
Readfield,193600.0,203172.0,44.38,-69.95
Richmond,152600.0,161004.0,44.1,-69.83
South China,159700.0,157507.0,44.4,-69.5
Vienna,161500.0,137784.0,44.55,-70.0
Windsor,141900.0,148884.0,44.31,-69.58
Winthrop,208000.0,201235.0,44.31,-69.96
Bangor,156800.0,178464.0,44.9,-68.8
Abbot,133100.0,118410.0,45.2,-69.6
Bradford,101400.0,123665.0,45.09,-68.91
Bradley,149300.0,166213.0,44.88,-68.57
Brewer,159900.0,192189.0,44.78,-68.74
Brownville,79500.0,94784.0,45.4,-69.1
Brownville Junction,59800.0,76828.0,45.9,-69.3
Bucksport,150300.0,160614.0,44.6,-68.7
Greenbush,81300.0,91034.0,45.1,-68.5
Carmel,151900.0,173214.0,44.8,-69.03
Castine,332100.0,260571.0,44.42,-68.79
Charleston,121900.0,115096.0,45.07,-69.03
Danforth,72900.0,76493.0,45.6,-67.9
Dover Foxcroft,136100.0,144063.0,45.2,-69.2
Corinth,125200.0,137064.0,44.98,-69.01
Eddington,151400.0,150467.0,44.8,-68.6
Holden,184900.0,209299.0,44.7,-68.6
East Millinocket,55300.0,78720.0,45.64,-68.59
Etna,139900.0,132779.0,44.78,-69.13
Exeter,123500.0,137625.0,44.96,-69.14
Frankfort,106300.0,131788.0,44.6,-68.92
Greenville,167000.0,134961.0,46.0,-69.4
Guilford,112000.0,99253.0,45.3,-69.4
Hampden,197400.0,265414.0,44.7,-68.9
Howland,97400.0,127105.0,45.3,-68.7
Hudson,151500.0,129978.0,45.0,-68.88
Kenduskeag,137500.0,153404.0,44.92,-68.93
Lagrange,85000.0,109714.0,45.2,-68.8
Lee,113300.0,112366.0,45.37,-68.29
Levant,152100.0,146761.0,44.89,-68.99
Lincoln,94100.0,108753.0,45.4,-68.5
Mattawamkeag,75000.0,72789.0,45.55,-68.32
Medway,66100.0,88379.0,45.61,-68.5
Milford,115100.0,148893.0,44.98,-68.57
Millinocket,66600.0,82620.0,45.9,-68.9
Milo,74300.0,83887.0,45.3,-68.9
Monson,103300.0,116220.0,45.29,-69.5
Old Town,120900.0,135013.0,45.0,-68.7
Orient,85000.0,104630.0,45.9,-67.8
Orland,182000.0,152640.0,44.6,-68.7
Orono,188800.0,229761.0,44.88,-68.72
Orrington,169600.0,190534.0,44.71,-68.78
Passadumkeag,85000.0,98633.0,45.18,-68.59
Penobscot,185700.0,206238.0,44.47,-68.7
Sangerville,111900.0,125326.0,45.13,-69.31
Shirley Mills,155500.0,137474.0,45.35,-69.63
Springfield,63700.0,78450.0,45.3,-68.1
West Enfield,106300.0,118766.0,45.2,-68.5
Winterport,169400.0,176892.0,44.65,-68.91
Wytopitlock,73000.0,79931.0,45.7,-68.0
Bath,182400.0,213995.0,43.9,-69.8
Alna,196000.0,201973.0,44.08,-69.63
Boothbay,247400.0,209556.0,43.9,-69.63
Boothbay Harbor,249400.0,245812.0,43.85,-69.63
Bristol,201800.0,149036.0,43.9,-69.4
Damariscotta,235500.0,227245.0,44.04,-69.49
Friendship,168300.0,151599.0,44.0,-69.32
Georgetown,376200.0,387007.0,43.82,-69.74
Newcastle,267200.0,239097.0,44.05,-69.57
New Harbor,372600.0,216384.0,43.87,-69.51
Nobleboro,220100.0,198292.0,44.11,-69.48
Edgecomb,242700.0,209593.0,43.97,-69.62
Phippsburg,232900.0,249123.0,43.8,-69.8
Cushing,200000.0,160069.0,44.0,-69.25
South Bristol,381600.0,358373.0,43.88,-69.56
Waldoboro,172800.0,157867.0,44.1,-69.4
Walpole,262500.0,199556.0,43.95,-69.56
Washington,142200.0,145432.0,44.27,-69.39
Southport,422400.0,269018.0,43.82,-69.67
Wiscasset,184500.0,215042.0,44.0,-69.7
Woolwich,211300.0,177374.0,43.96,-69.77
Ellsworth,181900.0,181122.0,44.7,-68.4
Addison,168800.0,186165.0,44.6,-67.7
Gouldsboro,170000.0,203800.0,44.5,-68.1
Bar Harbor,317300.0,301933.0,44.4,-68.3
Bernard,247500.0,234613.0,44.25,-68.38
Blue Hill,234300.0,144149.0,44.4,-68.6
Brooklin,240200.0,153724.0,44.29,-68.57
Brooksville,254300.0,221315.0,44.37,-68.74
Calais,91600.0,114112.0,45.13,-67.22
Cherryfield,100300.0,117914.0,44.8,-68.0
Columbia Falls,119400.0,149779.0,44.8,-67.7
Cutler,175000.0,174206.0,44.7,-67.2
Deer Isle,202200.0,207220.0,44.2,-68.7
Dennysville,118800.0,117404.0,44.9,-67.4
East Machias,115400.0,118084.0,44.78,-67.43
Eastport,110800.0,148225.0,44.92,-67.02
Franklin,139800.0,128292.0,44.7,-68.2
Hancock,185800.0,157737.0,44.53,-68.3
Harrington,109700.0,129908.0,44.58,-67.82
Jonesboro,99800.0,113625.0,44.67,-67.59
Jonesport,98700.0,115464.0,44.57,-67.61
Lubec,121900.0,117164.0,44.8,-67.1
Bass Harbor,314300.0,125627.0,44.24,-68.34
Machias,125400.0,143883.0,44.8,-67.7
Machiasport,156000.0,141161.0,44.6,-67.4
Meddybemps,121200.0,137755.0,45.0,-67.4
Milbridge,108000.0,131985.0,44.5,-67.9
Mount Desert,414800.0,291623.0,44.3,-68.3
Northeast Harbor,440000.0,824234.03,44.27,-68.26
Sullivan,148400.0,143353.0,44.53,-68.17
Pembroke,113700.0,115184.0,45.0,-67.2
Perry,90000.0,114362.0,44.98,-67.11
Princeton,69000.0,80512.0,45.2,-67.7
Seal Cove,267600.0,220652.0,44.31,-68.41
Sedgwick,199300.0,201909.0,44.35,-68.64
Sorrento,166900.0,124791.0,44.49,-68.18
Southwest Harbor,312700.0,248053.0,44.28,-68.34
Steuben,139500.0,129774.0,44.5,-67.9
Stonington,269800.0,156870.0,44.16,-68.66
Surry,207300.0,205821.0,44.5,-68.5
Swans Island,205000.0,194253.0,44.2,-68.4
Whiting,156900.0,177912.0,44.8,-67.2
Winter Harbor,178100.0,118974.0,44.37,-68.09
Baileyville,87200.0,110890.0,45.1,-67.5
Houlton,98800.0,114494.0,46.1,-67.9
Ashland,84000.0,106048.0,46.6,-68.4
Blaine,105700.0,94891.0,46.49,-67.85
Bridgewater,80700.0,121541.0,46.42,-67.85
Caribou,89900.0,108984.0,46.9,-68.0
Eagle Lake,122000.0,115531.0,47.0,-68.6
Fort Fairfield,85400.0,96291.0,46.8,-67.9
Fort Kent,124400.0,118174.0,47.2,-68.6
Frenchville,97900.0,112163.0,47.3,-68.4
Grand Isle,59300.0,95966.0,47.27,-68.11
Island Falls,90300.0,102940.0,46.0,-68.2
Limestone,67500.0,83324.0,47.0,-67.9
Madawaska,91500.0,142678.0,47.32,-68.31
Mapleton,126000.0,134828.0,46.7,-68.2
