City,ActualHouseValue,RandomForestPredictedHouseValue,Lat,Lng
Schaumburg,217300.0,252352.0,42.07,-88.08
Evanston,465700.0,510564.0,42.05,-87.68
Evanston,295600.0,340144.0,42.03,-87.69
Evanston,411700.0,460573.0,42.048,-87.718
Oak Park,197400.0,321799.0,41.889,-87.798
Oak Park,389700.0,506319.0,41.89,-87.79
Oak Park,361600.0,419136.0,41.87,-87.78
River Forest,575900.0,705546.0,41.89,-87.82
Beecher,180500.0,204557.0,41.34,-87.62
Berwyn,178700.0,228703.0,41.83,-87.78
Crest Hill,160200.0,165303.0,41.57,-88.11
Shorewood,238900.0,273222.0,41.51,-88.22
Blue Island,110400.0,138132.0,41.65,-87.68
Braceville,135800.0,140357.0,41.22,-88.27
Braidwood,160900.0,176013.0,41.25,-88.22
Calumet City,101300.0,139588.0,41.61,-87.55
Channahon,203300.0,230598.0,41.43,-88.23
Chicago Heights,97100.0,136025.0,41.51,-87.6
Chicago Ridge,153300.0,153955.0,41.71,-87.78
Coal City,182200.0,193142.0,41.3,-88.27
Crete,172300.0,240249.0,41.43,-87.6
Dolton,94300.0,135473.0,41.63,-87.6
Dwight,135300.0,151690.0,41.1,-88.4
Elwood,174200.0,211283.0,41.41,-88.11
Flossmoor,228200.0,382680.0,41.54,-87.68
Frankfort,303400.0,331444.0,41.48,-87.84
Gardner,147100.0,167291.0,41.2,-88.3
Glenwood,127900.0,165641.0,41.55,-87.61
Harvey,72000.0,95896.0,41.61,-87.65
Markham,88400.0,109210.0,41.6,-87.68
Hazel Crest,106800.0,162877.0,41.57,-87.68
Homewood,160500.0,240494.0,41.56,-87.66
Joliet,175800.0,235362.0,41.54,-88.22
Joliet,102500.0,130260.0,41.54,-88.03
Joliet,106600.0,117724.0,41.5,-88.04
Joliet,148800.0,165073.0,41.56,-88.12
Joliet,113000.0,152979.0,41.47,-88.14
Lansing,125600.0,164672.0,41.57,-87.55
Lemont,347700.0,354485.0,41.68,-87.97
Bolingbrook,179000.0,209171.0,41.7,-88.08
Lockport,203200.0,239113.0,41.61,-88.05
Manhattan,238400.0,257687.0,41.4,-88.0
Matteson,149900.0,227606.0,41.51,-87.74
Mazon,173800.0,219561.0,41.24,-88.4
Midlothian,144200.0,163198.0,41.63,-87.74
Romeoville,171100.0,200220.0,41.64,-88.11
Minooka,193100.0,202828.0,41.5,-88.3
Mokena,291900.0,327948.0,41.53,-87.89
Monee,199500.0,266524.0,41.4,-87.8
Morris,211200.0,208988.0,41.4,-88.4
New Lenox,274200.0,301203.0,41.51,-87.96
Oak Forest,186300.0,212179.0,41.61,-87.76
Oak Lawn,191100.0,214447.0,41.71,-87.76
Bridgeview,164300.0,193343.0,41.74,-87.81
Hometown,110000.0,131912.0,41.73,-87.73
Hickory Hills,215600.0,217607.0,41.72,-87.83
Justice,166000.0,175885.0,41.75,-87.84
Burbank,174200.0,174693.0,41.75,-87.77
Odell,113100.0,136508.0,41.0,-88.5
Olympia Fields,228500.0,381483.0,41.52,-87.69
Orland Park,260000.0,287418.0,41.62,-87.84
Palos Heights,276100.0,325972.0,41.66,-87.79
Palos Park,371900.0,362087.0,41.66,-87.86
Palos Hills,187900.0,205495.0,41.7,-87.83
Park Forest,70600.0,136527.0,41.48,-87.68
Orland Park,323800.0,362255.0,41.6,-87.89
Peotone,199500.0,231704.0,41.3,-87.8
Posen,103300.0,151044.0,41.63,-87.69
Ransom,126100.0,160618.0,41.17,-88.65
Richton Park,142800.0,175214.0,41.48,-87.73
Robbins,69400.0,98196.0,41.64,-87.71
South Holland,149600.0,190734.0,41.6,-87.6
South Wilmington,130600.0,145674.0,41.173,-88.276
Steger,109400.0,131280.0,41.48,-87.62
Thornton,114000.0,165028.0,41.57,-87.61
Tinley Park,201100.0,219467.0,41.57,-87.78
Country Club Hills,132100.0,187915.0,41.56,-87.73
Verona,164500.0,208309.0,41.2,-88.5
Willow Springs,326600.0,367578.0,41.72,-87.9
Wilmington,169400.0,173368.0,41.3,-88.1
Worth,161700.0,169195.0,41.69,-87.79
University Park,114500.0,161052.0,41.44,-87.71
Tinley Park,254700.0,271729.0,41.57,-87.83
Bolingbrook,274800.0,335054.0,41.67,-88.14
Homer Glen,311800.0,332880.0,41.6,-87.96
Summit Argo,160000.0,185669.0,41.78,-87.82
Aurora,278700.0,340121.0,41.8,-88.26
Aurora,228800.0,318781.0,41.71,-88.26
Aurora,192200.0,252001.0,41.75,-88.25
Aurora,113500.0,134594.0,41.76,-88.3
Aurora,164800.0,173997.0,41.76,-88.38
Batavia,295700.0,337056.0,41.84,-88.34
Big Rock,242100.0,265939.0,41.76,-88.55
Brookfield,233900.0,262307.0,41.83,-87.85
Clarendon Hills,457900.0,519548.0,41.8,-87.96
Downers Grove,348200.0,357403.0,41.81,-88.03
Downers Grove,331700.0,312717.0,41.76,-88.01
Woodridge,255300.0,267119.0,41.73,-88.04
Earlville,129500.0,146590.0,41.6,-88.9
Hinckley,200100.0,221454.0,41.79,-88.66
Hinsdale,863900.0,832153.0,41.8,-87.93
Oak Brook,678100.0,683733.02,41.84,-87.95
La Grange,339600.0,358650.0,41.78,-87.85
La Grange Park,333200.0,359099.0,41.83,-87.88
Willowbrook,428000.0,474944.0,41.74,-87.95
Lee,122900.0,123654.0,41.8,-88.95
Leland,172200.0,195172.0,41.6,-88.8
Lisle,307500.0,333125.0,41.79,-88.08
Lyons,156300.0,165625.0,41.81,-87.82
Millbrook,164300.0,186457.0,41.6,-88.553
Millington,184200.0,180114.0,41.56,-88.6
Montgomery,183400.0,238201.0,41.72,-88.35
Naperville,400300.0,400681.0,41.77,-88.14
Newark,250500.0,253875.0,41.5,-88.5
North Aurora,232900.0,261499.0,41.8,-88.35
Oswego,231300.0,279843.0,41.69,-88.25
Plainfield,213000.0,239857.0,41.62,-88.22
Plano,159900.0,200555.0,41.68,-88.53
Riverside,281400.0,333555.0,41.84,-87.83
Sandwich,168900.0,187869.0,41.6,-88.6
Shabbona,166500.0,170668.0,41.78,-88.87
Sheridan,189600.0,175939.0,41.5,-88.7
Somonauk,182200.0,225344.0,41.67,-88.7
Steward,162500.0,184492.0,41.8,-89.0
Sugar Grove,273400.0,304362.0,41.78,-88.46
Warrenville,208200.0,248217.0,41.82,-88.18
Waterman,160300.0,205099.0,41.8,-88.8
Western Springs,553300.0,624606.0,41.8,-87.9
Westmont,279300.0,271713.0,41.79,-87.97
Yorkville,242500.0,292422.0,41.6,-88.4
Darien,313400.0,314611.0,41.74,-87.99
Naperville,324900.0,346997.0,41.8,-88.17
Naperville,441700.0,479068.0,41.71,-88.2
Naperville,377700.0,396414.0,41.72,-88.11
Plainfield,316700.0,369104.0,41.67,-88.22
Plainfield,202400.0,242167.0,41.57,-88.24
Chicago,502600.0,614282.0,41.88,-87.62
Chicago,678900.0,888077.04,41.88,-87.629
Chicago,506800.0,748995.0,41.88,-87.625
Chicago,387900.0,430766.0,41.87,-87.62
Chicago,441900.0,507040.0,41.882,-87.637
Chicago,357300.0,435694.0,41.87,-87.65
Chicago,239900.0,255361.0,41.85,-87.68
Chicago,163200.0,189433.0,41.81,-87.66
Chicago,416100.0,492738.0,41.9,-87.64
Chicago,477300.0,579883.0,41.91,-87.61
Chicago,245500.0,289041.0,41.88,-87.69
Chicago,324700.0,420245.0,41.95,-87.65
Chicago,545400.0,632213.0,41.92,-87.65
Chicago,217900.0,317762.0,41.81,-87.6
Chicago,294400.0,314269.0,41.84,-87.62
Chicago,127300.0,141693.0,41.73,-87.55
Chicago,355600.0,418258.0,41.95,-87.7
Chicago,151900.0,161331.0,41.74,-87.61
Chicago,135000.0,152924.0,41.74,-87.66
Chicago,107600.0,123120.0,41.78,-87.64
Chicago,450700.0,507546.0,41.9,-87.69
Chicago,148600.0,170154.0,41.84,-87.72
Chicago,155500.0,156593.0,41.88,-87.72
Chicago,329700.0,387298.0,41.97,-87.7
Chicago,190500.0,226304.0,42.01,-87.67
Chicago,116800.0,130193.0,41.69,-87.62
Chicago,152900.0,156413.0,41.78,-87.7
Chicago,287700.0,308104.0,41.97,-87.76
Chicago,340400.0,354330.0,42.0,-87.82
Chicago,166200.0,171696.0,41.82,-87.69
Chicago,117500.0,144175.0,41.67,-87.56
Chicago,240500.0,247280.0,41.95,-87.81
Chicago,93900.0,108654.0,41.78,-87.67
Chicago,178100.0,211996.0,41.78,-87.6
Chicago,199600.0,209325.0,41.78,-87.77
Chicago,204300.0,235589.0,41.92,-87.76
Chicago,280600.0,369794.0,41.97,-87.66
Chicago,271100.0,290765.0,41.95,-87.75
Chicago,395400.0,504010.0,41.9,-87.66
Chicago,187300.0,210868.0,41.7,-87.66
Chicago,150100.0,170124.0,41.88,-87.76
Chicago,259500.0,276337.0,42.01,-87.69
Chicago,381200.0,386068.0,42.0,-87.76
Chicago,356000.0,423953.0,41.92,-87.7
Chicago,165000.0,223825.0,41.77,-87.56
Chicago,155200.0,174121.0,41.9,-87.74
Chicago,162500.0,182003.0,41.75,-87.71
Chicago,240300.0,290289.0,41.82,-87.61
Chicago,445500.0,469865.0,41.89,-87.64
Chicago,240200.0,259985.0,41.7,-87.71
Chicago,268900.0,259412.0,41.97,-87.82
Chicago,404600.0,495621.0,41.94,-87.66
Chicago,282400.0,265265.0,41.99,-87.7
Chicago,225900.0,323697.0,41.98,-87.66
Chicago,349600.0,406036.0,41.883,-87.644
Harwood Heights,268400.0,244553.0,41.97,-87.82
Elmwood Park,234900.0,248154.0,41.92,-87.81
Lincolnwood,385700.0,430247.0,42.01,-87.74
Niles,265900.0,242444.0,42.03,-87.81
Alsip,163300.0,163867.0,41.67,-87.74
Cicero,139100.0,177327.0,41.84,-87.76
Evergreen Park,182600.0,212749.0,41.72,-87.7
Riverdale,89600.0,126956.0,41.65,-87.63
Kankakee,107500.0,126700.0,41.1,-87.9
Aroma Park,83400.0,79596.0,41.077,-87.804
Ashkum,135400.0,148965.0,40.9,-88.0
Beaverville,85900.0,74266.0,40.97,-87.6
Bonfield,179800.0,194115.0,41.14,-88.07
Bourbonnais,169800.0,185516.0,41.2,-87.9
Bradley,115500.0,134821.0,41.15,-87.86
Buckingham,143900.0,144399.0,41.06,-88.21
Buckley,85600.0,106480.0,40.6,-88.0
Cabery,83900.0,134242.0,41.0,-88.2
Campus,80800.0,119474.0,41.025,-88.313
Chatsworth,81400.0,90390.0,40.7,-88.3
Chebanse,131300.0,144050.0,41.0,-87.9
Cissna Park,114200.0,129605.0,40.6,-87.9
Clifton,149200.0,163108.0,40.9,-88.0
Crescent City,89900.0,101136.0,40.74,-87.85
Cullom,83600.0,113794.0,40.88,-88.29
Danforth,132000.0,141648.0,40.8,-88.0
Donovan,92500.0,108039.0,40.89,-87.6
Elliott,86900.0,83075.0,40.463,-88.272
Emington,147500.0,72874.0,40.97,-88.36
Essex,210800.0,228335.0,41.17,-88.18
Gibson City,120600.0,151913.0,40.5,-88.3
Gilman,103600.0,123247.0,40.8,-88.0
Grant Park,210400.0,216469.0,41.2,-87.7
Herscher,167300.0,180874.0,41.0,-88.1
Hoopeston,67800.0,97109.0,40.5,-87.7
Kempton,69200.0,100195.0,40.92,-88.21
Loda,154700.0,219935.0,40.5,-88.1
Ludlow,81500.0,109325.0,40.4,-88.1
Manteno,176200.0,231173.0,41.3,-87.9
Martinton,111300.0,137749.0,40.91,-87.75
Melvin,80500.0,95265.0,40.6,-88.2
Milford,80300.0,97463.0,40.6,-87.7
Momence,143900.0,172938.0,41.1,-87.6
Onarga,99000.0,113975.0,40.7,-88.0
Paxton,108300.0,122481.0,40.5,-88.1
Pembroke Township,82300.0,77023.98,41.06,-87.6
Piper City,78600.0,111185.0,40.8,-88.2
Rankin,66000.0,82630.0,40.4,-87.9
Reddick,121100.0,152786.0,41.11,-88.25
Roberts,54300.0,75550.0,40.63,-88.17
Rossville,73200.0,88198.0,40.4,-87.7
Saint Anne,126100.0,145462.0,41.0,-87.7
Sheldon,66000.0,77880.0,40.8,-87.6
Thawville,81300.0,100031.0,40.67,-88.1
Watseka,85700.0,99258.0,40.8,-87.7
Wellington,71000.0,95170.0,40.55,-87.65
Woodland,68100.0,75279.0,40.721,-87.731
Apple River,151700.0,152745.0,42.46,-90.11
Ashton,119200.0,124537.0,41.9,-89.2
Baileyville,171300.0,245054.0,42.21,-89.61
Belvidere,131800.0,170908.0,42.2,-88.8
Byron,173300.0,194281.0,42.13,-89.26
Caledonia,202400.0,311862.0,42.4,-88.9
Capron,123600.0,165604.0,42.4,-88.8
Cedarville,90500.0,108085.0,42.374,-89.635
Chadwick,104700.0,136807.0,42.0,-89.9
Chana,158500.0,252959.0,42.0,-89.21
Cherry Valley,163500.0,209177.0,42.2,-88.96
Dakota,101900.0,95002.0,42.41,-89.55
Davis,154600.0,172474.0,42.4,-89.4
Davis Junction,146600.0,175784.0,42.11,-89.09
Dixon,119400.0,136728.0,41.8,-89.5
Durand,147400.0,176426.0,42.43,-89.29
East Dubuque,141500.0,155076.0,42.46,-90.56
Elizabeth,136900.0,129975.0,42.3,-90.2
Forreston,101100.0,122626.0,42.12,-89.59
Franklin Grove,116600.0,153884.0,41.8,-89.3
Freeport,85900.0,97366.0,42.3,-89.6
Galena,205000.0,264187.0,42.4,-90.4
German Valley,128100.0,135145.0,42.2,-89.46
Hanover,88400.0,126929.0,42.3,-90.3
Harmon,119100.0,94348.0,41.7,-89.6
Holcomb,119800.0,151382.0,42.064,-89.096
Kent,94800.0,103566.0,42.32,-89.9
Lanark,140100.0,148776.0,42.1,-89.8
Leaf River,159300.0,115120.0,42.2,-89.4
Lena,117800.0,115297.0,42.4,-89.8
Lindenwood,162500.0,154176.0,42.05,-89.01
Milledgeville,107400.0,143338.0,41.99,-89.74
Monroe Center,180800.0,164009.0,42.1,-89.0
Mount Carroll,97100.0,129559.0,42.1,-90.0
Mount Morris,97700.0,139203.0,42.05,-89.42
Nora,82100.0,82405.0,42.46,-89.94
Orangeville,106900.0,131201.0,42.5,-89.6
Oregon,149000.0,173771.0,42.0,-89.3
Pearl City,118800.0,165411.0,42.3,-89.8
Pecatonica,124000.0,152827.0,42.3,-89.3
Polo,102600.0,112933.0,42.0,-89.6
Poplar Grove,144700.0,183499.0,42.4,-88.8
Ridott,114500.0,107227.0,42.3,-89.48
Rochelle,120100.0,138342.0,42.0,-89.1
Rock City,143800.0,202628.0,42.4,-89.5
Rock Falls,86200.0,100402.0,41.7,-89.7
Rockton,159100.0,211750.0,42.4,-89.1
Roscoe,164800.0,207037.0,42.42,-88.99
Savanna,77100.0,111784.0,42.2,-90.2
Scales Mound,147100.0,178024.0,42.5,-90.3
Shannon,114800.0,112633.0,42.2,-89.7
South Beloit,128700.0,152608.0,42.5,-89.0
Sterling,99300.0,111374.0,41.8,-89.7
Stillman Valley,162000.0,196096.0,42.12,-89.19
Stockton,104100.0,102731.0,42.3,-90.0
Warren,88700.0,110523.0,42.48,-89.98
Winnebago,154500.0,218029.0,42.3,-89.3
Winslow,111900.0,169498.0,42.5,-89.8
Rockford,68100.0,74741.0,42.3,-89.2
Rockford,76600.0,94545.0,42.2,-89.2
Rockford,83100.0,99729.0,42.34,-89.08
Rockford,56900.0,54098.0,42.25,-89.08
Rockford,124700.0,160175.0,42.28,-89.01
Rockford,95900.0,139808.0,42.26,-89.0
Rockford,99200.0,127677.0,42.19,-89.08
Loves Park,112400.0,144965.0,42.33,-88.99
Rockford,144700.0,238450.0,42.31,-88.99
Machesney Park,113600.0,133595.0,42.36,-89.02
Rock Island,100100.0,108462.0,41.47,-90.58
Albany,127200.0,131535.0,41.73,-90.21
Aledo,107500.0,124824.0,41.2,-90.7
Andalusia,139900.0,147734.0,41.43,-90.73
Annawan,115300.0,118270.0,41.4,-89.9
Atkinson,107500.0,117105.0,41.4,-90.0
Cambridge,112200.0,119929.0,41.3,-90.2
Carbon Cliff,96100.0,87858.0,41.5,-90.39
Coal Valley,171900.0,194642.0,41.4,-90.4
Colona,124800.0,153666.0,41.48,-90.32
Cordova,131100.0,136172.0,41.71,-90.28
East Moline,111300.0,125066.0,41.52,-90.38
Erie,132300.0,141786.0,41.7,-90.1
Fulton,131000.0,134719.0,41.8,-90.1
Geneseo,172100.0,191710.0,41.5,-90.1
Hampton,140300.0,181182.0,41.56,-90.41
Hillsdale,114400.0,133616.0,41.6,-90.2
Illinois City,171700.0,195597.0,41.4,-90.9
Joy,85500.0,90733.0,41.2,-90.9
Lyndon,86600.0,93127.0,41.73,-89.92
Lynn Center,145500.0,119870.0,41.28,-90.37
Matherville,95400.0,117895.0,41.26,-90.605
Milan,118600.0,143620.0,41.4,-90.6
Moline,117100.0,130501.0,41.48,-90.49
Morrison,120600.0,128320.0,41.8,-90.0
New Boston,97000.0,97131.0,41.3,-91.0
Orion,149900.0,173679.0,41.36,-90.38
Port Byron,167700.0,183312.0,41.6,-90.3
Prophetstown,109300.0,125056.0,41.6,-89.9
Rapids City,163200.0,172257.0,41.59,-90.29
Reynolds,109500.0,128342.0,41.3,-90.7
Sherrard,163900.0,194649.0,41.3,-90.53
Silvis,113600.0,118687.0,41.49,-90.41
Tampico,93200.0,132345.0,41.6,-89.8
Thomson,136200.0,138739.0,42.0,-90.1
La Salle,87100.0,86900.0,41.4,-89.1
Amboy,101700.0,113676.0,41.7,-89.4
Arlington,111900.0,134524.0,41.44,-89.23
Buda,68500.0,81426.0,41.31,-89.67
Bureau,45000.0,73352.0,41.28,-89.35
Cedar Point,85800.0,87609.0,41.268,-89.121
Cherry,87900.0,118360.0,41.428,-89.211
Compton,121200.0,94314.0,41.7,-89.1
Cornell,115200.0,128704.0,41.0,-88.7
Dalzell,122200.0,118541.0,41.358,-89.173
Depue,56400.0,106197.0,41.33,-89.3
Grand Ridge,118700.0,140767.0,41.2,-88.8
Granville,111300.0,132740.0,41.25,-89.23
Hennepin,158800.0,144498.0,41.2,-89.3
Ladd,99300.0,128635.0,41.38,-89.21
La Moille,127200.0,148548.0,41.5,-89.3
Lostant,91500.0,113379.0,41.14,-89.08
Mc Nabb,133300.0,160107.0,41.16,-89.24
Magnolia,112500.0,108439.0,41.13,-89.25
Malden,83000.0,95303.0,41.44,-89.32
Manlius,79700.0,96287.0,41.44,-89.68
Mark,120300.0,141096.0,41.27,-89.25
Marseilles,143900.0,176529.0,41.3,-88.7
Mendota,124900.0,144333.0,41.5,-89.1
Mineral,70000.0,109016.0,41.4,-89.8
Neponset,108700.0,133554.0,41.29,-89.79
Oglesby,115500.0,125196.0,41.27,-89.03
Ohio,92700.0,106488.0,41.6,-89.5
Ottawa,140400.0,142873.0,41.4,-88.9
Paw Paw,138400.0,149539.0,41.69,-89.0
Peru,119100.0,128675.0,41.3,-89.1
Princeton,125200.0,138292.0,41.4,-89.5
Rutland,70800.0,87459.0,40.98,-89.05
Seatonville,83300.0,101796.0,41.365,-89.273
Seneca,165600.0,177889.0,41.3,-88.6
Sheffield,80500.0,114362.0,41.4,-89.7
Spring Valley,112100.0,127749.0,41.34,-89.22
Standard,85000.0,90973.0,41.256,-89.18
Streator,89700.0,118762.0,41.1,-88.8
Sublette,128500.0,126254.0,41.6,-89.3
Tiskilwa,101800.0,95497.0,41.2,-89.5
Toluca,81700.0,89731.0,40.98,-89.15
Tonica,129800.0,155963.0,41.2,-89.0
Troy Grove,109400.0,124708.0,41.464,-89.083
Utica,169000.0,176403.0,41.4,-89.0
Varna,123600.0,184130.0,41.03,-89.23
Walnut,113100.0,106451.0,41.5,-89.6
Wenona,111300.0,119592.0,41.1,-89.0
West Brooklyn,115900.0,161859.0,41.7,-89.2
Wyanet,89800.0,123650.0,41.37,-89.61
Galesburg,76900.0,89709.0,40.9,-90.4
Abingdon,73900.0,75786.0,40.8,-90.41
Alexis,74900.0,92965.0,41.1,-90.6
Alpha,98500.0,135127.0,41.19,-90.38
Altona,71700.0,80083.0,41.1,-90.2
Avon,85700.0,97281.0,40.6,-90.4
Bardolph,30000.0,57259.0,40.535,-90.504
Biggsville,87000.0,90383.0,40.85,-90.85
Blandinsville,84600.0,95822.0,40.6,-90.9
Bradford,84900.0,96807.0,41.2,-89.6
Bushnell,69400.0,83801.0,40.54,-90.52
Cuba,78800.0,106791.0,40.5,-90.2
East Galesburg,106800.0,110324.0,40.94,-90.31
Ellisville,57800.0,90866.0,40.6,-90.28
Fairview,82800.0,95338.0,40.65,-90.16
Galva,76000.0,125852.0,41.2,-90.0
Gilson,142500.0,99546.0,40.9,-90.2
Gladstone,105600.0,80871.0,40.9,-91.0
Good Hope,111000.0,140775.0,40.58,-90.65
Henderson,73800.0,82172.0,41.024,-90.354
Industry,78600.0,88850.0,40.32,-90.6
Ipava,85000.0,102054.0,40.3,-90.3
Keithsburg,58000.0,82607.0,41.12,-90.92
Kewanee,63500.0,83899.0,41.3,-90.0
Kirkwood,82800.0,93345.0,40.85,-90.73
Knoxville,102500.0,114018.0,40.92,-90.26
La Fayette,60400.0,152640.0,41.08,-89.96
La Harpe,71400.0,80362.0,40.6,-91.0
Little York,62600.0,84002.0,41.02,-90.72
Lomax,65600.0,74461.0,40.7,-91.0
Macomb,106500.0,119322.0,40.4,-90.6
Maquon,76900.0,87548.0,40.8,-90.2
Marietta,114200.0,116492.0,40.51,-90.42
Media,85000.0,74861.0,40.76,-90.86
Monmouth,81600.0,94722.0,40.9,-90.7
New Windsor,91400.0,123922.0,41.2,-90.47
North Henderson,74400.0,97029.0,41.1,-90.49
Oneida,103200.0,128359.0,41.1,-90.2
Oquawka,82000.0,86856.0,41.0,-90.9
Prairie City,66500.0,82817.0,40.6,-90.51
Rio,115200.0,103319.0,41.09,-90.38
Roseville,76800.0,85071.0,40.7,-90.7
Sciota,150000.0,92290.0,40.6,-90.74
Stronghurst,84200.0,88444.0,40.76,-90.96
Table Grove,66000.0,90969.0,40.4,-90.4
Toulon,82100.0,117209.0,41.1,-89.9
Vermont,53000.0,79287.0,40.3,-90.4
Victoria,78000.0,91737.0,41.0,-90.1
Viola,116100.0,139522.0,41.19,-90.59
Wataga,86800.0,85786.0,41.02,-90.34
Williamsfield,82700.0,98611.0,40.9,-90.0
Woodhull,94500.0,104009.0,41.2,-90.26
Wyoming,90700.0,108126.0,41.1,-89.7
Astoria,57400.0,72253.0,40.2,-90.3
Benson,108100.0,120503.0,40.86,-89.14
Brimfield,223800.0,248844.0,40.8,-89.9
Bryant,78800.0,79308.0,40.465,-90.094
Canton,91300.0,102618.0,40.5,-90.0
Chillicothe,140200.0,160342.0,40.9,-89.5
Dunfermline,60000.0,92821.0,40.48,-90.01
Dunlap,259900.0,324384.0,40.85,-89.66
Edwards,235700.0,323203.0,40.78,-89.71
Elmwood,126700.0,150249.0,40.8,-89.9
Eureka,153600.0,168627.0,40.7,-89.2
Farmington,105600.0,133865.0,40.66,-90.04
Forest City,73600.0,115953.0,40.34,-89.81
Glasford,123100.0,152860.0,40.58,-89.84
Green Valley,139300.0,140106.0,40.4,-89.6
Hanna City,142900.0,169919.0,40.68,-89.79
Henry,95900.0,111177.0,41.1,-89.5
Kingston Mines,65500.0,71165.0,40.558,-89.775
Lacon,95600.0,125343.0,41.0,-89.4
Lewistown,87300.0,105355.0,40.4,-90.1
London Mills,63300.0,82648.0,40.7,-90.24
Lowpoint,105300.0,108504.0,40.86,-89.37
Manito,116400.0,140002.0,40.4,-89.8
Mapleton,173400.0,216613.0,40.61,-89.74
Metamora,203500.0,240213.0,40.8,-89.4
Morton,191000.0,211496.0,40.61,-89.43
Norris,56300.0,76066.0,40.626,-90.032
Pekin,107800.0,114206.0,40.5,-89.6
Princeville,150500.0,150915.0,40.9,-89.8
Roanoke,125000.0,130106.0,40.81,-89.2
Saint David,62100.0,69831.0,40.491,-90.051
South Pekin,76900.0,88790.0,40.5,-89.65
Sparland,136900.0,130191.0,41.0,-89.5
Topeka,81100.0,95826.0,40.36,-89.9
Tremont,180900.0,171107.0,40.5,-89.5
Washburn,97700.0,112910.0,40.9,-89.3
Washington,162000.0,174540.0,40.7,-89.43
Yates City,107000.0,117553.0,40.79,-90.04
Peoria,191300.0,231083.0,40.68,-89.6
Peoria,69500.0,74953.0,40.71,-89.57
Peoria,89500.0,93095.0,40.7,-89.66
Peoria,38300.0,43903.0,40.68,-89.62
Peoria,132500.0,143517.0,40.7,-89.61
Peoria,128700.0,134257.0,40.62,-89.69
Creve Coeur,83200.0,84235.0,40.65,-89.6
East Peoria,136200.0,147629.0,40.7,-89.5
Peoria,145300.0,165370.0,40.76,-89.6
Peoria,181500.0,206897.0,40.77,-89.65
Peoria Heights,86500.0,98557.0,40.75,-89.57
Bloomington,116800.0,128453.0,40.47,-88.99
Bloomington,199200.0,232918.0,40.47,-88.96
Bloomington,260400.0,290848.0,40.5,-89.0
Anchor,81300.0,76104.0,40.56,-88.51
Armington,116400.0,150841.0,40.34,-89.32
Arrowsmith,101300.0,121918.0,40.4,-88.6
Atlanta,99700.0,104326.0,40.3,-89.3
Bellflower,101900.0,94262.0,40.33,-88.53
Carlock,162900.0,200538.0,40.61,-89.12
Chenoa,117800.0,138069.0,40.8,-88.7
Clinton,98500.0,115913.0,40.1,-89.0
Colfax,101300.0,125598.0,40.6,-88.6
Congerville,173500.0,158308.0,40.64,-89.22
Cooksville,111500.0,101532.0,40.54,-88.73
Danvers,146500.0,164187.0,40.53,-89.2
Deer Creek,153800.0,177355.0,40.62,-89.34
Delavan,119000.0,145674.0,40.4,-89.5
Dewitt,134900.0,101957.0,40.2,-88.82
Downs,195400.0,212203.0,40.4,-88.83
Ellsworth,132400.0,142710.0,40.45,-88.75
El Paso,135700.0,169361.0,40.8,-89.0
Fairbury,115700.0,130963.0,40.7,-88.5
Flanagan,117600.0,113660.0,40.9,-88.8
Forrest,107800.0,140824.0,40.8,-88.4
Goodfield,217300.0,209729.0,40.63,-89.27
Gridley,129300.0,133750.0,40.7,-88.9
Heyworth,165800.0,215761.0,40.3,-89.0
Hopedale,138600.0,163375.0,40.41,-89.44
Hudson,188900.0,216567.0,40.61,-88.99
Kenney,74100.0,85902.0,40.1,-89.1
Le Roy,146800.0,154664.0,40.3,-88.8
Lexington,162800.0,197987.0,40.6,-88.8
Mc Lean,109500.0,153503.0,40.3,-89.1
Mackinaw,173800.0,186550.0,40.52,-89.34
Maroa,94100.0,130752.0,40.0,-89.0
Minier,120900.0,138899.0,40.43,-89.33
Minonk,93800.0,117919.0,40.9,-89.1
Normal,165600.0,193305.0,40.5,-88.9
Pontiac,108000.0,125583.0,40.9,-88.6
Saunemin,88800.0,114358.0,40.88,-88.4
Saybrook,100200.0,106740.0,40.4,-88.5
Secor,120600.0,140923.0,40.7,-89.14
Sibley,72100.0,75152.0,40.57,-88.38
Stanford,114100.0,148581.0,40.42,-89.19
Strawn,95000.0,211137.0,40.65,-88.38
Towanda,178300.0,216161.0,40.58,-88.87
Wapella,100600.0,81873.0,40.2,-88.9
Waynesville,79100.0,79800.0,40.23,-89.09
Urbana,147900.0,157437.0,40.11,-88.21
Urbana,118600.0,139560.0,40.1,-88.2
Allerton,95000.0,85882.0,39.9,-87.93
Alvin,85600.0,93213.0,40.29,-87.63
Armstrong,94300.0,115180.0,40.27,-87.87
Bement,89600.0,115472.0,39.9,-88.6
Bismarck,99700.0,95023.0,40.23,-87.57
Bondville,109700.0,115556.0,40.11,-88.371
Broadlands,86300.0,106737.0,39.92,-88.0
Catlin,108700.0,133192.0,40.0,-87.7
Cerro Gordo,93700.0,105225.0,39.9,-88.7
Champaign,145300.0,135482.0,40.11,-88.24
Champaign,136500.0,143904.0,40.11,-88.28
Champaign,215800.0,249815.0,40.1,-88.3
Cisco,82100.0,90906.0,40.01,-88.73
Danville,62800.0,79230.0,40.13,-87.64
Tilton,65500.0,82577.0,40.1,-87.65
Danville,118100.0,141550.0,40.1,-87.7
De Land,83500.0,101779.0,40.13,-88.66
